site_id;estrato;status;campo;ancorado;chars_citacao;chars_evidencia;citacao
tupan.com.br;corp;text;finalidade_evid;SIM;923;44522;"BJETIVO DADOS PESSOAIS (PESSOA FÍSICA) JUSTIFICATIVAS Apresentação do estoque
 disponível da Loja onde o visitante reside. Geolocalização Legitimo interesse em "
tupan.com.br;corp;text;direitos_evid;SIM;384;44522;"Em cumprimento com a Lei Geral de Proteção de Dados,
a TUPAN garante aos seus clientes os seguintes direitos, nos termos do art. 18
da LGPD: 1. Confirmação da
e"
tupan.com.br;corp;text;transf_evid;SIM;134;44522;"Transferimos os dados para o ambiente da AWS
(AMAZON WEB SERVICE) – Suboperador. Usamos a ferramenta como serviço de
armazenamento em nuvem."
ufcat.edu.br;corp;text;canal_evid;SIM;245;16567;Encarregado pelo Tratamento de Dados Pessoais Nome: Abner Antônio Ferreira Função: Encarregado pelo Tratamento de Dados Pessoais da UFCAT Ato de designação: Por
ufcat.edu.br;corp;text;finalidade_evid;SIM;354;16567;A UFCAT trata dados pessoais no contexto de suas atribuições legais e institucionais, em conformidade com a legislação aplicável, especialmente para execução de
ufcat.edu.br;corp;text;direitos_evid;SIM;292;16567;"olicitar: confirmação da existência de tratamento; acesso aos dados; correção de dados incompletos, inexatos ou desatualizados; anonimização, bloqueio ou elimin"
uninga.br;corp;text;canal_evid;SIM;205;36124;"10.2 Mencionados direitos serão exercidos mediante requerimento expresso do titular ou de seu 
representante 
legalmente 
constituído, 
a 
UNINGÁ 
por 
meio 
do"
uninga.br;corp;text;finalidade_evid;SIM;455;36124;"finalidades lícitas e específicas, descritas abaixo:  
a) Identificar o titular para acesso aos ambientes da UNINGÁ ou para responder as solicitações 
efetuadas"
uninga.br;corp;text;direitos_evid;SIM;379;36124;"10. Exercício de Direitos pelos Titulares de Dados 
10.1 Aos titulares de dados foram concedidos pela Lei Geral de Proteção de Dados Pessoais, 
determinados dir"
uninga.br;corp;text;transf_evid;SIM;293;36124;"13. Transferência internacional: Em decorrência da natureza das atividades acadêmicas 
desenvolvidas pela UNINGÁ, poderá ocorrer transferência internacional de "
uniunica.edu.br;corp;text;canal_evid;SIM;366;127508;3.2. O Encarregado do GRUPO PROMINAS, será o responsável pelo Departamento de Ouvidoria, que estará disponível para receber e atender as requisições dos titular
uniunica.edu.br;corp;text;finalidade_evid;SIM;682;127508;"1.1.3.2. Os seguintes dados pessoais serão tratados: Dado Tipo de dado Finalidade do uso Base Legal Dados Simples Nome completo; Data nascimento; CPF; Foto; End"
uniunica.edu.br;corp;text;direitos_evid;SIM;264;127508;3.1. O Titular tem direito a obter em relação aos seus dados pessoais tratados, a qualquer momento e mediante requisição gratuita: (a) confirmação da existência
uniunica.edu.br;corp;text;transf_evid;SIM;698;127508;.4. O Titular se declara ciente de que a Plataforma e/ou os ambientes virtuais do GRUPO PROMINAS na internet poderão ser acessados em qualquer país e, por esta 
universoarquivos.com.br;corp;text;finalidade_evid;SIM;244;17389;eralmente, usamos a Informação da Encomenda recolhida para cumprir qualquer encomenda realizada através do Site (incluindo o processamento da sua informação de 
universoarquivos.com.br;corp;text;transf_evid;SIM;123;17389;Tenha em atenção que a sua informação será transferida para fora da Europa, incluindo para o Canadá e para os Estados Unidos
useange.com.br;corp;text;finalidade_evid;SIM;189;50472;As informações pessoais fornecidas pelos clientes são utilizadas com o propósito básico de identificar o público usuário, seu perfil e hábitos de compra, para g
useange.com.br;corp;text;direitos_evid;SIM;184;50472;O SITE SE COMPROMETE A: - Corrigir prontamente quaisquer alterações relativas aos Dados Pessoais do Usuário. Para tanto, o Usuário deverá informar ao site toda 
usjt.br;corp;text;canal_evid;SIM;197;132273;"Caso tenha qualquer dúvida, sugestão ou solicitação que envolva este documento, entre
em contato com a nossa DPO (Data Protection Officer) através do endereço d"
usjt.br;corp;text;finalidade_evid;SIM;289;132273;"A ÂNIMA HOLDING S/A e suas subsidiárias utilizam todas as informações coletadas para os
seguintes propósitos:
executar o contrato e atender ao fim para o qual v"
usjt.br;corp;text;direitos_evid;SIM;166;132273;"Você, enquanto titular de dados, tem os seguintes direitos, relativos aos seus Dados
Pessoais:
a) Confirmação da existência de tratamento dos seus dados;
b) Ace"
usjt.br;corp;text;transf_evid;SIM;465;132273;"É possível que, eventualmente, o Terceiro se encontre fora do Brasil. Nestes casos, nos
certificaremos de que essa transferência seja feita de preferência para "
verdecard.com.br;corp;text;canal_evid;SIM;244;11552;CONTATO Se os usuários tiverem dúvidas ou preocupações sobre esta Política de Privacidade de Dados ou sobre as práticas de privacidade do Quero-Quero PAG, eles 
verdecard.com.br;corp;text;finalidade_evid;SIM;240;11552;O aplicativo utiliza as informações pessoais dos usuários para fornecer serviços bancários, incluindo processamento de transações, gerenciamento de contas, oper
verdecard.com.br;corp;text;direitos_evid;SIM;167;11552;Os usuários têm direito a acessar, retificar, excluir e portar suas informações pessoais. Os usuários também têm o direito de revogar o consentimento para o pro
verdecard.com.br;corp;text;transf_evid;SIM;123;11552;O Quero-Quero PAG armazena informações pessoais dos usuários em servidores seguros localizados no Brasil e em outros países.
verzani.com.br;corp;text;canal_evid;SIM;246;21504;Agente de tratamento E-mail: comitelgpd@verzani.com.br Controladora Verzani & Sandrini Se você tiver qualquer dúvida sobre este aviso de privacidade ou desejar 
verzani.com.br;corp;text;finalidade_evid;SIM;645;21504;Tipo de titular Finalidades Dados coletados Base legal Clientes e clientes em potencial Execução de contrato de prestação de serviços e comunicação. Nome comple
verzani.com.br;corp;text;direitos_evid;SIM;541;21504;". Direito de confirmação de tratamento – você tem o direito de saber se a nossa empresa realiza o tratamento de seus dados pessoais; Ii. Direito de acesso – voc"
verzani.com.br;corp;text;transf_evid;SIM;306;21504;Transferência internacional de dados Podemos transferir seus dados para outros países caso isso seja necessário para a execução de nossas atividades. No entanto
vibraresidencial.com.br;corp;text;canal_evid;SIM;81;49687;Para isso, basta contatar nosso Encarregado (DPO) pelo e-mail dpo@nortisvibra.com.br.
vibraresidencial.com.br;corp;text;finalidade_evid;SIM;248;49687;Por exemplo, podemos usar seus dados de identificação e qualificação para permitir a devida execução dos Serviços oferecidos no Site, como acesso à área exclusi
vinilrecords.com.br;corp;text;finalidade_evid;SIM;116;30408;Se você criar uma conta conosco, usaremos cookies para o gerenciamento do processo de inscrição e administração geral.
vivara.com.br;corp;text;canal_evid;SIM;171;72774;você poderá entrar em contato com o nosso Encarregado, escritório OPICE BLUM, BRUNO ADVOGADOS, representado por Henrique Fabretti Moraes, pelo e-mail privacidad
vivara.com.br;corp;text;finalidade_evid;SIM;469;72774;"ssa situação:- Melhorar continuamente produtos e serviços da Vivara; - Melhorar continuamente a efetividade do nosso atendimento ao consumidor. Realização de pr"
vivara.com.br;corp;text;direitos_evid;SIM;340;72774;Você tem direito de confirmar a existência, acessar, revisar, modificar e/ou requisitar uma cópia eletrônica da informação dos seus Dados Pessoais que são trata
windx.com.br;corp;text;finalidade_evid;SIM;255;55088;"WINDX TELECOMUNICAÇÕES pode se valer do endereço IP ou de configurações anônimas do
 computador do cliente, como informações sobre o modelo do browser utilizado"
zoop.com.br;corp;text;canal_evid;SIM;218;35474;A comunicação entre a ZOOP e o usuário deverá ser realizada através do endereço de e-mail privacidade@zoop.com.br. Sempre que possível, tentamos resolver potenc
zoop.com.br;corp;text;finalidade_evid;SIM;240;35474;Para oferecer uma experiência personalizada O iFood Pago usa cookies e outras tecnologias para memorizar informações pessoais quando você usa o nosso site, apli
zoop.com.br;corp;text;direitos_evid;SIM;284;35474;s direitos de titular que você pode nos solicitar: Confirmar se o tratamento existe. Solicitar acesso aos dados tratados. Corrigir dados incompletos, inexatos o
zoop.com.br;corp;text;transf_evid;SIM;561;35474;Para realizar algumas das atividades envolvidas nos Serviços prestados a você, o iFood Pago poderá fazer transferências internacionais de dados para outros país
administracao.pr.gov.br;gov;text;canal_evid;SIM;629;106251;Na SEAP, o papel de Encarregado pelo Tratamento de Dados Pessoais é exercido, conforme a Resolução SEAP nº 12.099/2026, pelos seguintes servidores: Titular: Mar
al.ce.gov.br;gov;text;canal_evid;SIM;586;43024;EQUIPE: Encarregado Renato Torres de Abreu Neto Subencarregados Cecília Cláudia Bezerra Correia Nogueira Eduardo Gomes de Holanda Filho Josefa Hilda Siqueira Mo
cbm.sc.gov.br;gov;text;canal_evid;SIM;438;28201;Tenente-Coronel BM Renan Silvério da Rosa Fernandes Atribuições: encarregado pelo tratamento de dados pessoais do CBMSC, atua como canal de comunicação entre a 
cbm.sc.gov.br;gov;text;direitos_evid;SIM;359;28201;"O titular do dado tem o direito, mediante requerimento expresso seu ou de representante
legalmente constituído, sem custos, de requisitar manifestação conclusiv"
cetesb.sp.gov.br;gov;text;canal_evid;SIM;83;89248;Dados do Encarregado: Nome: Maria Eugênia de L. F. Marolla E-mail: lgpd_cetesb@sp.gov.br
cetesb.sp.gov.br;gov;text;finalidade_evid;SIM;423;89248;as finalidades do tratamento dos dados coletados dos titulares que: a. Utilizam dos serviços ou atividades desempenhadas pela CETESB para: Operacionalizar as po
cetesb.sp.gov.br;gov;text;direitos_evid;SIM;384;89248;os direitos dos titulares de dados pessoais tratados pela CETESB : Questionar e obter resposta informando se seus dados pessoais são objeto de tratamento pela C
cetesb.sp.gov.br;gov;text;transf_evid;SIM;226;89248;É possível que haja transferência de dados pessoais fora do território brasileiro, ocasião em que a CETESB se compromete a fazê-lo somente para países que propo
cl.df.gov.br;gov;NA;canal_evid;SIM;149;34195;Para exercer os seus direitos, você pode entrar em contato pelo e-mail ouvidoria@cl.df.gov.br ou demais canais disponibilizados na página da Ouvidoria
cps.sp.gov.br;gov;text;canal_evid;SIM;115;71719;"paula.cassel@cps.sp.gov.br  |  lgpd@cps.sp.gov.br
ENCARREGADA
DE PROTEÇÃO
DE DADOS CPS
PAULA ELIZABETH
CASSEL DE ARAÚJO"
cps.sp.gov.br;gov;text;finalidade_evid;SIM;148;71719;Cookie cookiesession1 Duração 1 ano Descrição Este cookie é definido pelo firewall Fortinet. Este cookie é usado para proteger o site contra invasões.
denatran.gov.br;gov;text;canal_evid;SIM;393;135566;Encarregad a de Privacidade e Proteção de Dados Pessoais do MT : Encarregada: Rosana Daher van der Broocke Endereço: Esplanada dos Ministérios – Bloco R – Edifí
denatran.gov.br;gov;text;finalidade_evid;SIM;135;135566;com a finalidade de: Simplificar as solicitações, a prestação e o acompanhamento dos serviços públicos, com foco na experiência do usuário
denatran.gov.br;gov;text;direitos_evid;SIM;598;135566;Se opor ao tratamento de dados pessoais a qualquer momento. No entanto, é importante entender que exercer este direito causará discordância na relação entre cid
dom.sc.gov.br;gov;NA;canal_evid;SIM;174;11262;O setor jurídico da entidade publicadora responsável pela publicação do ato deve formalizar a solicitação e enviar para encarregado@ciga.sc.gov.br para análise 
duquedecaxias.rj.gov.br;gov;sem_politica;canal_evid;SIM;258;8663;esponsável pelo Tratamento de Dados Pessoais Responsável: Viviane Mançano Marques Localização: Alamenda Esmeralda, 206- Jardim Primavera-Duque de Caxias Funcion
fundacaocasa.sp.gov.br;gov;text;canal_evid;SIM;130;41602;Encarregado da proteção de dados pessoais da Fundação CASA-SP Nome: Daniele Fernanda Bruno Baldo E-mail: lgpd@fundacaocasa.sp.gov.br
fundacaocasa.sp.gov.br;gov;text;direitos_evid;SIM;142;41602;"mediante requisição: I – confirmação da existência de tratamento; II – acesso aos dados; III – correção de dados incompletos, inexatos ou desatualizados;"
icmbio.gov.br;gov;text;canal_evid;SIM;333;178977;Encarregado : Vanessa Simas Figueiredo/Ouvidora Encarregado Substituto : Rafael Barbosa Chagas/Chefe da Divisão de Informação ao Cidadão - DIC/OUV E-mail : lgpd
icmbio.gov.br;gov;text;finalidade_evid;SIM;155;178977;tais como: gestão de unidades de conservação federais (UCs), promoção do desenvolvimento socioambiental das comunidades tradicionais nas UCs de uso sustentável
londrina.pr.gov.br;gov;text;canal_evid;SIM;530;35940;GUILHERME ARRUDA SANTOS Ouvidor-Geral do Município Encarregado da Proteção de Dados Pessoais - Titular ALEXSANDRA CARLA DA VANÇO Ouvidora-Geral Adjunta Encarreg
londrina.pr.gov.br;gov;text;finalidade_evid;SIM;160;35940;Para que fins utilizamos esses dados pessoais? Os dados pessoais citados são necessários e utilizados para a identificação dos usuários dentro do serviço públic
mapacultural.pe.gov.br;gov;text;finalidade_evid;SIM;427;45393;Para viabilizar a prestação de diferentes serviços disponíveis em nossa plataforma digital, com o objetivo de traçarmos juntos o cenário cultural, considerando 
mapacultural.pe.gov.br;gov;text;direitos_evid;SIM;189;45393;"confirmação da existência de tratamento de dados pessoais; acesso aos dados pessoais; revogação do consentimento, caso seja possível a eliminação do dado; corre"
maracanau.ce.gov.br;gov;text;canal_evid;SIM;356;127869;nosso Encarregado pelo Tratamento de Dados Pessoais (DPO): Encarregado Titular: Francisco Eduardo Ribeiro da Silva (Controlador-Geral). Encarregado Adjunto: Fáb
maracanau.ce.gov.br;gov;text;finalidade_evid;SIM;279;127869;Para garantir seu atendimento médico e prontuários, campanhas de vacinação, fiscalização sanitária(SESA), matrículas escolares (SEDUC), programas de assistência
maracanau.ce.gov.br;gov;text;direitos_evid;SIM;265;127869;você pode nos solicitar: Acesso e Confirmação: Saber quais dados seus nós possuímos. Correção: Atualizar dados incorretos, incompletos ou desatualizados. Inform
meioambiente.mg.gov.br;gov;text;direitos_evid;SIM;414;35961;"Livre acesso, facilitado e gratuito; Confirmação da existência de tratamento, acesso, revisão e retificação dos dados; Requisição de detalhes sobre a origem ou "
palmas.to.gov.br;gov;text;canal_evid;SIM;316;27600;Em Palmas, o Decreto nº 2.213/2022 dispõe sobre a implementação da Lei Geral de Proteção de Dados Pessoais (LGPD) no âmbito do Poder Executivo Municipal. Encarr
planalto.gov.br;gov;text;canal_evid;SIM;252;113847;Informações de Contato Nome: Aline Veloso dos Passos – Secretária de Controle Interno (CISET/SE/CC/PR) E-mail: encarregado.lgpd@presidencia.gov.br Endereço: Ane
planalto.gov.br;gov;text;finalidade_evid;SIM;218;113847;"finalidade de: Simplificar as solicitações, a prestação e o acompanhamento dos serviços públicos, com foco na experiência do usuário; Entrar em contato caso nec"
planalto.gov.br;gov;text;direitos_evid;SIM;290;113847;"onfirmar a existência de tratamento de dados pessoais , de maneira simplificada ou em formato claro e completo; Acessar seus dados pessoais , podendo solicitá-l"
pmpr.pr.gov.br;gov;text;canal_evid;SIM;338;192797;Encarregado Transparência Encarregado pelo tratamento de dados pessoais e Transparência: Capitão QOPM Ricardo Bowerk Lima Quartel do Comando Geral Av. Marechal 
portaldoservidor.mg.gov.br;gov;text;canal_evid;SIM;251;42423;Para o Portal do Servidor, que é responsável por atuar como canal de comunicação entre o controlador, os titulares dos dados e a Autoridade Nacional de Proteção
portaldoservidor.mg.gov.br;gov;text;finalidade_evid;SIM;231;42423;V. Envio de E-mails O Governo enviará para o endereço eletrônico utilizado no cadastro do Usuário mensagens sobre os serviços públicos cadastrados no Portal do 
portaldoservidor.mg.gov.br;gov;text;direitos_evid;SIM;191;42423;de retificação (Art. 18, III): é o direito de solicitar a correção de dados incompletos, inexatos ou desatualizados. à limitação do tratamento dos dados (Art. 1
sinop.mt.gov.br;gov;NA;canal_evid;SIM;66;20633;"Responsavel: Kreibicieli Mayra Monteiro
 E-mail : lgpd@sinop.mt.gov.br"
tcu.gov.br;gov;text;canal_evid;SIM;135;54867;Encarregada de dados do TCU - Mônica Cotrim Chaves, Titular da Assip. Telefone - 61 3527-5292 / 61 3527-7222. E-mail - encarregado.lgpd@tcu.gov.br
tcu.gov.br;gov;text;finalidade_evid;SIM;383;54867;s práticas e procedimentos utilizados para o tratamento envolvem técnicas de auditoria, a exemplo do exame documental, da extração e cruzamento de dados e da re
tcu.gov.br;gov;text;direitos_evid;SIM;609;54867;Art. 18. O titular dos dados pessoais tem direito a obter do controlador, em relação aos dados do titular por ele tratados, a qualquer momento e mediante requis
