site_id;estrato;origem;evidencia_arquivo;status;tem_canal_titular;forma:email_lgpd_controlador;forma:email_grupo_controlador;forma:email_generico_rotulado;forma:subpagina_canal_titular;forma:subpagina_encarregado;forma:telefone_encarregado;forma:formulario_direitos;forma:plataforma_externa_dsr;forma:outro;canal_incerto;finalidade;finalidade_incerto;direitos_titular;direitos_art18_I;direitos_art18_II;direitos_art18_III;direitos_art18_IV;direitos_art18_V;direitos_art18_VI;direitos_art18_VII;direitos_art18_VIII;direitos_art18_IX;direitos_count;direitos_incerto;transf_internacional;transf_subtipo;transf_art17_I;transf_art17_II;transf_art17_III;transf_art17_IV;transf_art17_V;transf_art17_VI;transf_count;transf_incerto;obs
agenciasp.sp.gov.br;gov;b9;Rotulagem/evidencia_b9/agenciasp.sp.gov.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;A subpágina trazida não é de política de privacidade. O site não tem política
al.ce.gov.br;gov;b9;Rotulagem/evidencia_b9/al.ce.gov.br.txt;text;1;1;;;;;;;;1;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
alagoasdigital.al.gov.br;gov;b9;Rotulagem/evidencia_b9/alagoasdigital.al.gov.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
amazonas.am.gov.br;gov;b9;Rotulagem/evidencia_b9/amazonas.am.gov.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
campos.rj.gov.br;gov;b9;Rotulagem/evidencia_b9/campos.rj.gov.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
cbm.sc.gov.br;gov;b9;Rotulagem/evidencia_b9/cbm.sc.gov.br.txt;text;1;1;;;;;;;;1;nao;0;nao;1;1;1;1;1;;1;1;;;6;nao;0;silencio;;;;;;;0;nao;O fetcher não conseguiu chegar no pdf, que estava um nível mais profundo em https://cbm.sc.gov.br/images/PDF/Pol%C3%ADtica_de_Prote%C3%A7%C3%A3o_de_Dados_do_Corpo_de_Bombeiros_Militar_de_Santa_Catarina_Portaria_N%C2%BA_358_2020_CBMSC_1.pdf
cetesb.sp.gov.br;gov;b9;Rotulagem/evidencia_b9/cetesb.sp.gov.br.txt;text;1;;1;;;;;;;;nao;1;nao;1;1;;1;1;;1;1;1;1;7;nao;1;transferencia;;;;;;;0;nao;
cl.df.gov.br;gov;b9;Rotulagem/evidencia_b9/cl.df.gov.br.txt;NA;1;;;1;;;;;;;nao;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;A política estava em um link apontando para https://www.cl.df.gov.br/documents/35556945/35560704/ATO+DA+MESA+DIRETORA+n%C2%BA+085+de+2022+%2C+publicado+no+Di%C3%A1rio+da+C%C3%A2mara+Legislativa+%28DCL%29+n%C2%B0+134%2C+de+04+de+julho+de+2022..pdf/84d6a842-a3b2-fb04-d423-1edadf309d9a?version=1.1&t=[telefone suprimido]147, dentro da subpagina https://www.cl.df.gov.br/web/portal-transparencia/lgpd
conecta.pr.gov.br;gov;b9;Rotulagem/evidencia_b9/conecta.pr.gov.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
consumidor.gov.br;gov;b9;Rotulagem/evidencia_b9/consumidor.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;"A política estava dentro de <a href=""/pages/conteudo/publico/9"">Política de Uso de Dados Pessoais</a>"
cps.sp.gov.br;gov;b9;Rotulagem/evidencia_b9/cps.sp.gov.br.txt;text;1;0;;1;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;A política em pdf é aberta dentro de um elemento ativo. O link final da política é https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2026/06/Aviso_Privacidade_ComplianceCPS_10_2025.pdf
denatran.gov.br;gov;b9;Rotulagem/evidencia_b9/denatran.gov.br.txt;text;1;;1;;;;;;;;nao;1;nao;1;1;1;1;1;;;;;1;5;nao;0;silencio;;;;;;;0;nao;
desenbahia.ba.gov.br;gov;b9;Rotulagem/evidencia_b9/desenbahia.ba.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;A política complea estava em pdf, dentro de link na subpágina transparencia/lgpd, que não coi coletada
doe.sp.gov.br;gov;b9;Rotulagem/evidencia_b9/doe.sp.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;Tinha o link privacidade, apontando para a política na PRODESP, mas não foi coletada
dom.sc.gov.br;gov;b9;Rotulagem/evidencia_b9/dom.sc.gov.br.txt;NA;1;;1;;;;;;;;nao;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O fetcher não conseguiu chegar até o link para a resolução que intitui a política do CIGA, que estava em https://consorciociga.gov.br/tratamento-de-dados-pessoais/, que nunca foi acessado
duquedecaxias.rj.gov.br;gov;b9;Rotulagem/evidencia_b9/duquedecaxias.rj.gov.br.txt;sem_politica;1;;;1;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
e-docs.es.gov.br;gov;b9;Rotulagem/evidencia_b9/e-docs.es.gov.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
ead.pr.gov.br;gov;b9;Rotulagem/evidencia_b9/ead.pr.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;site sem conteúdo
facilita.al.gov.br;gov;b9;Rotulagem/evidencia_b9/facilita.al.gov.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
fundacaocasa.sp.gov.br;gov;b9;Rotulagem/evidencia_b9/fundacaocasa.sp.gov.br.txt;text;1;1;;;;;;;;;nao;0;sim;1;1;1;1;1;1;1;1;1;1;9;nao;0;silencio;;;;;;;0;nao;
guarulhos.sp.gov.br;gov;b9;Rotulagem/evidencia_b9/guarulhos.sp.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;Foi coletado muito material de políticas que não eram de privacidade. A De privacidade existe, mas não está na evidência
icmbio.gov.br;gov;b9;Rotulagem/evidencia_b9/icmbio.gov.br.txt;text;1;1;;;;;;;;1;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
iphan.gov.br;gov;b9;Rotulagem/evidencia_b9/iphan.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;Não conseguimos buscar como evidência a página https://www.gov.br/iphan/pt-br/acesso-a-informacao/participacao-social/ouvidoria/protecao-de-dados-pessoais
jucemg.mg.gov.br;gov;b9;Rotulagem/evidencia_b9/jucemg.mg.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;"Não conseguiu identificar o pdf para buscar dentro de <embed type=""application/x-google-chrome-pdf"" src=""chrome-extension://mhjfbmdgcfjbbpaeojofohoefgiehjai/dc475d1b-799e-4fcd-99e5-2c858ae672cd"" original-url=""https://jucemg.mg.gov.br/arquivos/Termo-de-Uso-e-Politica-de-Privacidade-Jucemg.pdf"" background-color=""[telefone suprimido]"" javascript=""allow"">"
jucesp.sp.gov.br;gov;b9;Rotulagem/evidencia_b9/jucesp.sp.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;Not Found HTTP Error 404. The requested resource is not found. A página precisava ser navegada com www.jucesp.sp.gov.br
jucesponline.sp.gov.br;gov;b9;Rotulagem/evidencia_b9/jucesponline.sp.gov.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
londrina.pr.gov.br;gov;b9;Rotulagem/evidencia_b9/londrina.pr.gov.br.txt;text;1;;;1;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
mapacultural.pe.gov.br;gov;b9;Rotulagem/evidencia_b9/mapacultural.pe.gov.br.txt;text;0;;;;;;;;;;nao;1;nao;1;1;1;1;1;;1;;;1;6;nao;0;silencio;;;;;;;0;nao;
maracanau.ce.gov.br;gov;b9;Rotulagem/evidencia_b9/maracanau.ce.gov.br.txt;text;1;1;;;;;;;;1;nao;1;nao;1;1;1;1;1;;;1;;;5;nao;0;silencio;;;;;;;0;nao;
meioambiente.mg.gov.br;gov;b9;Rotulagem/evidencia_b9/meioambiente.mg.gov.br.txt;text;0;;;;;;;;;;nao;0;nao;1;1;1;1;1;1;;1;;1;7;nao;0;silencio;;;;;;;0;nao;
mg.gov.br;gov;b9;Rotulagem/evidencia_b9/mg.gov.br.txt;text;1;;;1;;;;;;;nao;1;nao;1;1;1;1;;;;1;;;4;nao;0;silencio;;;;;;;0;nao;
paineldoaluno.ms.gov.br;gov;b9;Rotulagem/evidencia_b9/paineldoaluno.ms.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O site é a página de login de um aplicativo
palmas.to.gov.br;gov;b9;Rotulagem/evidencia_b9/palmas.to.gov.br.txt;text;1;1;;;;;1;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
paraiba.pb.gov.br;gov;b9;Rotulagem/evidencia_b9/paraiba.pb.gov.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
parana.pr.gov.br;gov;b9;Rotulagem/evidencia_b9/parana.pr.gov.br.txt;text;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;"O site tem apenas links para materiais educativos, que explicam para outros õrg""aos como implementar a LGPD"
peconsig.pe.gov.br;gov;b9;Rotulagem/evidencia_b9/peconsig.pe.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O site é a página de login de um aplicativo
planalto.gov.br;gov;b9;Rotulagem/evidencia_b9/planalto.gov.br.txt;text;1;1;;;;;;;;1;nao;1;nao;1;1;1;1;1;;;;;1;5;nao;0;silencio;;;;;;;0;nao;
pm.pr.gov.br;gov;b9;Rotulagem/evidencia_b9/pm.pr.gov.br.txt;text;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;nao;"Coleta retornou 403 Forbidden: evidência tem 351 caracteres, sem conteúdo avaliável. O rótulo anterior (canal=1, 4 formas) foi feito a partir do site ao vivo, não do snapshot — a citação registrada era ""Resolução SEAP nº 12.099/2026"", texto ausente da evidência. Corrigido para NA conforme P3 (lacuna de coleta) e K5 (sem HTML avaliável)."
pma.es.gov.br;gov;b9;Rotulagem/evidencia_b9/pma.es.gov.br.txt;text;0;;;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
pmpr.pr.gov.br;gov;b9;Rotulagem/evidencia_b9/pmpr.pr.gov.br.txt;text;1;;;;;1;1;;;1;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
portal.go.gov.br;gov;b9;Rotulagem/evidencia_b9/portal.go.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O site é a página de login de um aplicativo
portaldoservidor.ma.gov.br;gov;b9;Rotulagem/evidencia_b9/portaldoservidor.ma.gov.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
portaldoservidor.mg.gov.br;gov;b9;Rotulagem/evidencia_b9/portaldoservidor.mg.gov.br.txt;text;1;1;;;;;;;;;nao;1;nao;1;;;1;1;;;;;;2;nao;0;silencio;;;;;;;0;nao;
proderj.rj.gov.br;gov;b9;Rotulagem/evidencia_b9/proderj.rj.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;Todo o portal, com todas as informações de LGPD da proderj estão dentro da subpágina /lgpd/, mas o fetcher não navegou os níveis extras de profundidade para coletar
saudecaruaru.pe.gov.br;gov;b9;Rotulagem/evidencia_b9/saudecaruaru.pe.gov.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
sei.ac.gov.br;gov;b9;Rotulagem/evidencia_b9/sei.ac.gov.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
sinj.df.gov.br;gov;b9;Rotulagem/evidencia_b9/sinj.df.gov.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
sinop.mt.gov.br;gov;b9;Rotulagem/evidencia_b9/sinop.mt.gov.br.txt;NA;1;1;;;;;;;;;nao;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O fetcher provavelmente se satisfez com a coleta via requests, mas com navegação e clique, aparecia o restante da política
sipros.pa.gov.br;gov;b9;Rotulagem/evidencia_b9/sipros.pa.gov.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
sistemas.pa.gov.br;gov;b9;Rotulagem/evidencia_b9/sistemas.pa.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O site é a página de login de um aplicativo
sjc.sp.gov.br;gov;b9;Rotulagem/evidencia_b9/sjc.sp.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O fetcher não conseguiu chegar na política real. Acredito que tenha batido no limite de páginas coletadas. A política estava em https://sjc.sp.gov.br/servicos/governanca/portal-da-transparencia/lgpd-e-governo-digital/politica-de-privacidade-e-termo-de-uso/
tcu.gov.br;gov;b9;Rotulagem/evidencia_b9/tcu.gov.br.txt;text;1;1;;;;;1;;;;nao;1;nao;1;1;1;1;1;1;1;1;1;1;9;nao;0;silencio;;;;;;;0;nao;
